id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Global_Sales
852,Iron Man,PSP,2008.0,Action,Sega,0.46,0.09,0.0,0.09,44.0,7.0,6.5,16.0,Artificial Mind and Movement,T,0.6402059153704539
853,Yoshi's New Island,3DS,2014.0,Platform,Nintendo,0.48,0.53,0.28,0.09,64.0,71.0,6.1,155.0,Arzest,E,1.3802085956304988
854,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,,,,,,,0.2702816635950615
857,Nicktoons: Unite!,PS2,2005.0,Adventure,THQ,0.34,0.01,0.0,0.06,,,,,,,0.4102291921448615
858,YoKai Watch Dance: Just Dance Special Version,WiiU,2015.0,Misc,Level 5,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
861,Smashing Drive,GBA,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,,,tbd,,Raylight Studios,E,0.030296769471110443
865,The Voice,WiiU,2014.0,Action,Activision,0.08,0.0,0.0,0.01,,,,,,,0.09028391336004662
867,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,74.0,31.0,8.5,39.0,CyberConnect2,T,0.7802236361345364
877,Hakuouki SSL: Sweet School Life,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,,,,,,,0.05029697887229939
880,Minna no Joushiki Ryoku TV,Wii,2008.0,Misc,Nintendo,0.0,0.0,0.08,0.0,,,,,,,0.08029537976927213
900,Ty the Tasmanian Tiger,XB,2002.0,Platform,Electronic Arts,0.14,0.04,0.0,0.01,68.0,13.0,8.5,11.0,Krome Studios,E,0.19027576591563491
904,Dora the Explorer: Journey to the Purple Planet,PS2,2005.0,Adventure,Global Star,0.12,0.09,0.0,0.03,,,7,4.0,Take-Two Interactive,EC,0.2402768435438954
912,Dodge Racing: Charger vs Challenger,Wii,2009.0,Racing,Zushi Games,0.11,0.0,0.0,0.01,,,tbd,,EM Studios,E,0.12027888708925781
917,Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.0,59.0,22.0,7.4,379.0,Airtight Games,M,0.05030202541546891
921,Disciples III: Renaissance,PC,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,56.0,36.0,5.4,105.0,Akella,T,0.010300120318302986
925,My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,,,tbd,,505 Games,E,0.11028056251285408
929,Pass the Pigs,DS,2008.0,Misc,THQ,0.2,0.0,0.0,0.02,,,,,,,0.22026148098169665
935,Major League Baseball 2K10,PSP,2010.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,,,tbd,,Visual Concepts,E,0.07028726420723916
938,Neverwinter Nights 2: Mask of the Betrayer,PC,2007.0,Role-Playing,Atari,0.0,0.01,0.0,0.0,82.0,25.0,8.8,182.0,Obsidian Entertainment,T,0.010300120318302986
941,Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,80.0,26.0,8.7,13.0,Capcom,T,0.1002871932038243
944,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
949,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,76.0,20.0,7.5,549.0,Eagle Dynamics,E,0.040298745571691226
950,Armored Core 4,X360,2007.0,Simulation,505 Games,0.19,0.01,0.03,0.02,65.0,31.0,7.2,31.0,From Software,T,0.25026203357655713
955,100 All-Time Favorites,DS,2009.0,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,,,6.2,6.0,Ubisoft,E,0.5102374103288608
963,Army Men World War: Final Front,PS,2001.0,Action,3DO,0.24,0.17,0.0,0.03,,,,,,,0.440260548655072
964,Silent Scope Complete,XB,2004.0,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,69.0,25.0,7.4,5.0,Konami,M,0.09028886862742057
966,Ni no Kuni: Wrath of the White Witch,PS3,2011.0,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,85.0,89.0,8.6,984.0,Level 5,E10+,1.5101567820092652
968,Our House Party!,Wii,,Simulation,Unknown,0.13,0.0,0.0,0.01,,,,,,,0.14027553624206526
972,Gyakuten Saiban 3,GBA,2004.0,Adventure,Capcom,0.0,0.0,0.16,0.0,,,,,,,0.16029111549453276
973,Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,77.0,48.0,8.8,43.0,Snowblind Studios,T,0.6502393189846601
980,Yumi's Odd Odyssey,3DS,2013.0,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,74.0,13.0,7.7,23.0,Studio Saizensen,E,0.030298044940984235
983,Arena Football,XB,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,65.0,17.0,8.5,10.0,EA Tiburon,E10+,0.15028031591213226
984,Legend of Kay,WiiU,2015.0,Action,Nordic Games,0.03,0.02,0.0,0.0,,,,,,,0.05029557032180565
991,Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,77.0,53.0,7.8,31.0,"Sony Online Entertainment, Mind Control Software",T,0.150273860818469
997,The Suffering: Ties That Bind,XB,2005.0,Action,Midway Games,0.07,0.02,0.0,0.0,76.0,36.0,9.1,8.0,Surreal Software,M,0.09028886862742057
1001,V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.01,82.0,10.0,7.4,14.0,Eden Studios,E,0.06029324302661093
1010,Gundam Try Age SP,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,,,,,,,0.07029591280361455
1023,Sushi Academy,DS,2009.0,Action,DTP Entertainment,0.08,0.0,0.0,0.01,,,tbd,,DTP Entertainment,E,0.09028391336004662
1024,Pure Pinball,XB,2004.0,Misc,XS Games,0.03,0.01,0.0,0.0,68.0,11.0,8.5,6.0,Iridon Interactive AB,E,0.04029509404751417
1032,7th Dragon 2020-II,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.13,0.0,,,,,,,0.13029271459756
1033,NFL GameDay 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.18,0.14,0.0,0.05,51.0,16.0,tbd,,SCEA,E,0.37026451778338576
1038,Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,,,,,,,0.08029204387730615
1043,Ashes Cricket 2009,X360,2009.0,Sports,Codemasters,0.0,0.19,0.0,0.01,,,,,,,0.20030636596035492
1045,JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,,,,,,,0.060289591502433876
1055,Akatsuki no Goei Trinity,PSP,2012.0,Adventure,5pb,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
1056,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010.0,Action,THQ,0.12,0.03,0.0,0.02,54.0,6.0,tbd,,THQ,E10+,0.17027631319334124
1064,Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,Ubisoft,0.13,0.03,0.0,0.0,,,,,,,0.1602792923601344
1066,Ace Combat 2,PS,1997.0,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,83.0,10.0,8.2,22.0,Namco,T,0.8902342625893336
1070,College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,70.0,17.0,7.3,11.0,2K Sports,E,0.12027888708925781
1077,Urban Chaos: Riot Response,XB,2006.0,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,72.0,34.0,8.6,9.0,Rocksteady Studios,M,0.010297968620415234
1086,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004.0,Action,THQ,0.22,0.06,0.0,0.01,65.0,8.0,tbd,,THQ,E,0.2902633150754477
1088,Call of Duty: Modern Warfare Trilogy,PS3,2016.0,Shooter,Activision,0.01,0.01,0.0,0.0,,,7,5.0,Infinity Ward,M,0.020298444894706717
1102,Disney's The Haunted Mansion,GC,2003.0,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0,,,,,,,0.1002871932038243
1103,Sloane to MacHale no Nazo no Monogatari 2,DS,2009.0,Puzzle,Level 5,0.0,0.0,0.09,0.0,,,,,,,0.0902948467349297
1104,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.02,,,,,,,0.2902805975263767
1116,Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,Level 5,0.0,0.0,2.68,0.0,,,,,,,2.6801567908402424
1118,Chaos Rings III,PSV,2014.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,,,,,,,0.060296445837956965
1120,Mini-Yonku GB: Let's & Go!!,GB,1997.0,Strategy,ASCII Entertainment,0.0,0.0,0.37,0.0,,,,,,,0.37027992177334185
1124,Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.0,0.04,69.0,54.0,7.3,26.0,Nerve Software,T,0.45024531117255073
1126,Championship Manager 03/04,PC,2003.0,Sports,Eidos Interactive,0.0,1.15,0.0,0.11,,,,,,,1.26032881534039
1128,Pippa Funnell: Ranch Rescue,Wii,2007.0,Adventure,Ubisoft,0.0,0.01,0.0,0.0,,,,,,,0.010300120318302986
1132,Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.01,0.0,0.01,,,tbd,,Purple Hills,T,0.07028941590512691
1146,TRINITY: Souls of Zill O'll,PS3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,55.0,34.0,6.2,33.0,Omega Force,T,0.13028709392708632
1150,Hail to the Chimp,PS3,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,51.0,19.0,4.5,4.0,Wideload Games Inc.,T,0.05029126692603015
1155,Mathews Bowhunting,Wii,2010.0,Sports,Zoo Games,0.18,0.0,0.0,0.01,,,tbd,,Zoo Games,T,0.1902671591240839
1156,Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,73.0,64.0,7.3,51.0,Ubisoft Romania,T,0.580241725284212
1160,Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
1161,Yu-Gi-Oh! Reshef of Destruction,GBA,2003.0,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,,,,,,,0.5602374439193382
1172,MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,75.0,29.0,8.6,17.0,EA Canada,E,0.33025876507895036
1175,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,,,,,,,0.43026007238078057
1176,Bee Movie Game,Wii,2007.0,Action,Activision,0.3,0.01,0.0,0.03,62.0,16.0,7.6,7.0,Smart Bomb Interactive,E,0.34024287572483064
1184,WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,,,,,,,3.2000214307168244
1185,Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,Nintendo,0.34,0.09,0.0,0.01,92.0,41.0,8.7,173.0,Silicon Knights,M,0.44024463881516696
1187,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Misc,Paon,0.0,0.0,0.06,0.0,,,,,,,0.060296445837956965
1191,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,60.0,7.0,8.3,48.0,Hot Lava Games,E,0.12028103878714555
1193,Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,86.0,68.0,6.4,2658.0,Respawn Entertainment,M,2.949964498937989
1197,MX 2002 Featuring Ricky Carmichael,XB,2001.0,Racing,THQ,0.1,0.03,0.0,0.0,74.0,15.0,tbd,,Pacific Coast Power & Light,E,0.13028431863092324
1198,SplashDown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,78.0,15.0,tbd,,Rainbow Studios,E,0.11028551778022802
1211,Gran Turismo,PS,1997.0,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,96.0,16.0,8.7,138.0,Polyphony Digital,E,10.949554031836014
1228,Shadows of the Damned,X360,2011.0,Action,Electronic Arts,0.1,0.06,0.01,0.02,76.0,76.0,8.4,139.0,Grasshopper Manufacture,M,0.19028055982906583
1230,ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,88.0,25.0,8.4,24.0,Kush Games,E,0.1002871932038243
1234,Killer Instinct,SNES,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,,,,,,,3.199925620696184
1239,Fireblade,PS2,2002.0,Action,Midway Games,0.09,0.07,0.0,0.02,,,,,,,0.18028324456129602
1244,Planet of the Apes,GBA,2001.0,Action,Ubisoft,0.02,0.01,0.0,0.0,54.0,6.0,tbd,,Torus Games,E,0.030296769471110443
1249,Pro Evolution Soccer 2017,X360,2016.0,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,,,6.5,17.0,Konami,E,0.030298921168998197
1250,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,0.22,0.17,0.3,0.06,81.0,22.0,7.9,27.0,Capcom,T,0.7502409265864077
1253,Vampire Rain,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,38.0,45.0,2.9,44.0,Artoon,M,0.20026662608974147
1264,Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,51.0,16.0,7.4,16.0,Blue 52,T,0.030296769471110443
1268,Castlevania Dracula X,SNES,1995.0,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0,,,,,,,0.09029242887580206
1271,NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,89.0,22.0,8.6,39.0,NuFX,E,2.7898547670934413
1283,Race Pro,X360,2009.0,Racing,Atari,0.06,0.09,0.0,0.02,72.0,54.0,7,60.0,SimBin,E,0.17028922338066776
1294,Little Battlers eXperience W,PSV,2012.0,Role-Playing,Level 5,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
1311,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009.0,Strategy,Electronic Arts,0.14,0.15,0.0,0.06,,,,,,,0.3502693684568676
1313,NBA Jam,SNES,1994.0,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,,,,,,,1.3801009071391346
1321,Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
1327,Nanda's Island,DS,2009.0,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,,,tbd,,MumboJumbo,E,0.04029294234962642
1333,Crysis 2,X360,2011.0,Action,Electronic Arts,0.71,0.49,0.02,0.12,84.0,72.0,7.5,533.0,Crytek,M,1.3401750327979371
1337,Who wants to be a millionaire,PC,1999.0,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,,,tbd,,Jellyvision,E,1.9399746118663348
1338,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.02,0.0,0.0,,,,,,,0.04029724574540193
1340,Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,76.0,18.0,8.2,6.0,"Z-Axis, Ltd.",T,0.20027409049203862
1359,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,,,,,,,0.07029591280361455
1360,Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,,,,,,,3.1901296060887785
1376,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015.0,Action,Aksys Games,0.01,0.0,0.04,0.0,,,,,,,0.050295836483045545
1377,Rugby League Live 3,PS4,2015.0,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,,,7.6,7.0,Big Ant Studios,E,0.020300596592594467
1388,NARC,PS2,2005.0,Shooter,Midway Games,0.18,0.14,0.0,0.05,50.0,24.0,7,21.0,Point of View,M,0.37026451778338576
1401,Shin Super Robot Taisen Special Disk,PS,1997.0,Strategy,Banpresto,0.0,0.0,0.3,0.02,,,,,,,0.3202789984233494
1412,Ratatouille,GC,2007.0,Action,THQ,0.11,0.03,0.0,0.0,60.0,7.0,5.6,7.0,Asobo Studio,E,0.14028264320732697
1413,The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,39.0,27.0,4.4,29.0,Kylotonn,M,0.14028629473150403
1414,Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.97,0.0,0.58,73.0,14.0,7.9,39.0,EA Canada,E10+,2.4200650976761158
1419,Vagrant Story,PS,2000.0,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,92.0,19.0,8.3,129.0,SquareSoft,T,0.860228952020512
1429,FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,Codemasters,0.06,0.04,0.0,0.01,,,,,,,0.11028916930440508
1430,Otogi: Myth of Demons,XB,2002.0,Action,Sega,0.08,0.02,0.03,0.0,80.0,40.0,8.5,28.0,From Software,T,0.13028559410079704
1434,Burnout 3: Takedown,XB,2004.0,Racing,Electronic Arts,0.84,0.43,0.0,0.04,94.0,76.0,7.2,139.0,Criterion Games,T,1.3101700790756794
1435,Burger Island,DS,2008.0,Action,Destineer,0.15,0.0,0.0,0.01,,,tbd,,eGames,E,0.1602721853948727
1436,Squishy Tank,DS,2010.0,Puzzle,Natsume,0.07,0.0,0.0,0.0,,,tbd,,Natsume,E,0.07028791607883761
1439,Smurf: Rescue In Gargamel's Castle,2600,1981.0,Action,Coleco,0.55,0.03,0.0,0.01,,,,,,,0.5902065972738963
1443,Metal Gear Solid Integral,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,,,,,,,0.11029198640539256
1444,Medarot 4: Kabuto / Kuwagata Version,GB,2001.0,Role-Playing,Imagineer,0.0,0.0,0.12,0.0,,,,,,,0.12029324763190243
1448,Dreamworks Madagascar Kartz,X360,2009.0,Racing,Activision,0.14,0.09,0.0,0.02,,,6,4.0,Sidhe Interactive,E,0.25027581999189763
1451,Matchbox Cross Town Heroes,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,,,,,,,0.16028144405802217
1457,Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,0.74,0.05,0.43,0.07,,,,,,,1.2901388325262577
1458,Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.0,,,,,,,0.040299397443289676
1460,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011.0,Role-Playing,Unknown,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
1463,Steel Battalion: Line of Contact,XB,2004.0,Simulation,Capcom,0.02,0.01,0.0,0.0,70.0,19.0,8,8.0,Capcom,T,0.030296769471110443
1464,The IdolM@ster: One for All,PS3,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,,,,,,,0.13029271459756
1469,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991.0,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,,,,,,,1.3901191711238325
1482,Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,,,,,,,1.5801575102730814
1488,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,,,,,,,0.11029378066624486
1491,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,,,,,,,0.15027451269006742
1513,Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,85.0,60.0,8.9,1404.0,Colossal Order,E,0.14030350831460606
1517,The Price is Right,DS,2008.0,Misc,Ubisoft,0.46,0.0,0.0,0.04,,,tbd,,Ludia Inc.,E,0.5002132653778042
1521,Kokoro Connect: Yochi Random,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
1522,Famicom Mini: TwinBee,GBA,2004.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,,,,,,,0.12029324763190243
1530,Resident Evil: Revelations,3DS,2012.0,Action,Capcom,0.3,0.22,0.3,0.05,82.0,78.0,8.5,397.0,Capcom,M,0.8702322318642897
1535,Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,0.04,0.03,0.0,0.01,,,,,,,0.08029204387730615
1538,FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,0.11,0.29,0.0,0.36,,,6.6,7.0,EA Sports,E,0.7602112437118955
1540,Family Fest Presents Circus Games,Wii,2008.0,Misc,Ubisoft,0.1,0.29,0.0,0.05,,,tbd,,Kuju Entertainment,E,0.4402850652865281
1548,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012.0,Action,5pb,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
1556,Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
1576,Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,,,tbd,,Visual Concepts,E,0.150273860818469
1578,Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
1585,Worms 4: Mayhem,XB,2005.0,Strategy,Codemasters,0.03,0.01,0.0,0.0,69.0,27.0,9.2,6.0,Team 17,T,0.04029509404751417
1590,Xenogears,PS,1998.0,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,84.0,15.0,8.4,204.0,SquareSoft,T,1.4701893929628351
1597,Dream Dance & Cheer,Wii,2009.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,,,,,,,0.060289591502433876
1615,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,,,,,,,0.060296445837956965
1616,Front Mission: Gun Hazard,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.24,0.0,,,,,,,0.24028685121979335
1618,The Fairly Odd Parents: Shadow Showdown,GC,2004.0,Platform,THQ,0.16,0.04,0.0,0.01,,,,,,,0.21027241506844238
1622,Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,49.0,28.0,6.7,16.0,Hudson Entertainment,T,0.11028916930440508
1627,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,,,,,,,0.11029378066624486
1632,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,67.0,17.0,7.7,6.0,Ubisoft Montreal,T,0.1002871932038243
1640,Supermodel Makeover by Lauren Luke,DS,2009.0,Simulation,Avanquest,0.0,0.02,0.0,0.0,,,,,,,0.020300596592594467
1643,Super Robot Taisen OG Infinite Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
1648,Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.16,0.0,0.05,,,8.3,111.0,Creative Assembly,M,0.33027552287354633
1676,Ginga Fukei Densetsu: Sapphire,TG16,1995.0,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
1682,Spore Hero Arena,DS,2009.0,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,49.0,11.0,2.6,8.0,Full Fat,E,0.1902671591240839
1686,World Fantasista,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.05,0.0,,,,,,,0.05029697887229939
1688,Shin Super Robot Taisen,PS,1996.0,Role-Playing,Banpresto,0.0,0.0,0.52,0.04,,,,,,,0.5602626170774266
1694,Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,0.22,0.09,0.01,0.03,69.0,6.0,3.4,256.0,Treyarch,M,0.3502595562735903
1702,Hakuoki: Shinkai - Hana no Shou,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
1717,Pachi-Slot Aruze Oukoku 4,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.49,0.03,,,,,,,0.5202665434756486
1720,Rocket Power: Zero Gravity Zone,GBA,2003.0,Sports,THQ,0.14,0.05,0.0,0.0,,,,,,,0.19027856948512112
1740,Assassin's Creed II: Discovery,DS,2009.0,Action,Ubisoft,0.15,0.11,0.0,0.03,69.0,20.0,7.3,22.0,Griptonite Games,T,0.2902727698216896
1744,Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,,,,,,,0.1602844437106008
1760,Guitar Rock Tour,DS,2007.0,Misc,Gameloft,0.1,0.0,0.0,0.01,60.0,8.0,tbd,,Ubisoft,E10+,0.11028056251285408
1761,Virtua Quest,GC,,Role-Playing,Unknown,0.01,0.0,0.0,0.0,55.0,19.0,5.5,12.0,Artificial Mind and Movement,T,0.010297968620415234
1763,Warpath: Jurassic Park,PS,1998.0,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,,,,,,,0.2702746208425928
1774,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,37.0,6.0,tbd,,Radius9,E,0.0502934186239179
1782,Lady Sia,GBA,2001.0,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,73.0,8.0,tbd,,RFX Interactive,E,0.11028766947811579
1790,Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.08,0.05,0.0,0.01,56.0,18.0,7.8,20.0,Virtual Air Guitar Company,T,0.14028629473150403
1791,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,89.0,63.0,8.8,245.0,Level 5,T,5.209987490780605
1794,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010.0,Adventure,Russel,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
1800,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.0,0.08,81.0,31.0,5.3,33.0,EA Tiburon,E,0.9701319129823857
1801,Barbie: Race & Ride,PS,1999.0,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,,,,,,,0.5902455239189683
1802,Toaru Majutsu no Kagaku no Ensemble,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
1805,Magic Carpet,PS,1995.0,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,,,,,,,0.05029557032180565
1815,Smarty Pants,Wii,2007.0,Misc,Electronic Arts,0.52,0.75,0.0,0.16,65.0,26.0,7.6,10.0,Planet Moon Studios,E,1.430211005865751
1825,Sunset Overdrive,XOne,2014.0,Shooter,Microsoft Game Studios,0.63,0.4,0.0,0.1,81.0,89.0,7.7,1137.0,Insomniac Games,M,1.1301898703771585
